mean_return,MO,BLL,NTAP,AFL,AAP,SRE,MGM,DHI,AON,AET,NCLH,NWL,BLK,HES,NTRS,AEP,FL,AOS,OMC,PKI,PXD,FDX,GWW,WEC,KO,SRCL,IDXX,HST,EXPE,ADSK,DHR,HCA,TAP,MAT,DE,MET,EOG,WYNN,GLW,WY,HCP,SCG,MDLZ,CNC,FRT,CSCO,CTL,APH,COST,ORCL,DRE,ROK,FCX,XLNX,STX,ZBH,WYN,SWKS,CCI,CMG,OKE,CHK,UHS,AMP,SO,ALXN,RCL,FITB,UTX,MOS,WDC,COL,LUV,APD,OXY,PSX,LMT,VAR,DISCK,EXC,PRU,RRC,DUK,CHRW,EBAY,UAA,JPM,ADM,DGX,DVA,LH,INCY,ALB,TROW,PFE,HP,BEN,EA,NSC,ECL
5.179339354095901073e-04,3.555240532135307428e-05,7.273612169646596350e-05,8.004166626430527084e-05,4.908997782519755224e-05,6.259402860975760640e-05,4.618229184326778621e-05,5.960615775046331150e-05,6.077042065607048550e-05,8.550879183927224741e-05,6.052956918218416871e-05,5.373639241447065047e-05,5.474377618648047338e-05,4.528687503686965011e-05,5.492049217662548047e-05,4.311168307073362358e-05,6.238564385706016271e-05,6.410715667588189146e-05,5.593450612026924014e-05,4.563791847677668712e-05,4.927398263103666609e-05,5.204748181009619248e-05,4.477407470658818051e-05,3.272516298316893539e-05,7.893953880733056412e-05,4.432921327220197051e-05,5.849824820611434757e-05,4.975037121272791123e-05,5.080873995316351953e-05,7.456930125387148216e-05,8.391850308486614306e-05,7.770608103677267430e-05,8.248766728323289903e-05,6.061119198114900880e-05,4.990543788978021948e-05,3.913891173183140019e-05,3.598056719582115142e-05,6.079109020365708571e-05,6.887658666617139480e-05,4.728589269315948396e-05,6.196057787561242986e-05,6.136576804916741689e-05,6.027541712921985202e-05,4.120706356992474910e-05,7.079334123220965501e-05,4.971910418716462231e-05,4.432160564216506562e-05,5.840250448537401539e-05,3.994765743210039981e-05,3.755150882417007425e-05,7.543975655163524363e-05,1.617258673010098062e-04,8.398687099740831754e-05,4.438973215549708916e-05,4.988049828507402645e-05,6.148764152501159626e-05,4.972532102304164130e-05,4.379385066816522763e-05,5.941768645307761893e-05,4.654062967511681491e-05,4.701437971561364172e-05,6.798280322763586661e-05,8.704582886371764223e-05,4.297640267929242030e-05,5.180241633815416797e-05,4.889307146591942595e-05,5.483308352733434960e-05,4.199417323321778740e-05,4.869429524342158060e-05,6.407156201712435769e-05,3.681430144658917028e-05,5.311302721578141806e-05,5.779092927337726326e-05,5.045706044574935954e-05,4.743883816679568950e-05,6.836476591141165662e-05,6.056362753132034008e-05,4.848869193421084957e-05,7.049592786354284346e-05,7.425211352160497841e-05,3.856405898980938741e-05,5.527845849747016249e-05,3.842035873880256101e-05,5.218498271133553831e-05,6.004120724868724991e-05,6.122030738802925560e-05,7.032572281608941416e-05,5.462925832930729474e-05,4.492994426696439377e-05,6.036087318473997240e-05,6.524214004489738736e-05,6.213455282616403585e-05,7.619638527079569473e-05,4.578668833009189092e-05,2.684999889795469435e-05,3.614463783672143993e-05,7.437381845250154661e-05,5.415990446455695522e-05,9.182187246076782994e-05,7.423379387168863453e-05,4.560431501931357849e-05
3.659146381742902211e-04,4.247963651890719383e-05,1.082799694856547313e-04,1.190293303375394287e-04,5.747111097208196630e-05,9.213766985513216685e-05,5.047347866975866547e-05,7.538367236433894843e-05,7.678288270441545912e-05,1.189267870016609763e-04,9.411381023589795829e-05,6.416230523030657881e-05,7.280488004399904864e-05,4.800948395255316274e-05,7.224989684826074179e-05,4.886303612538204664e-05,8.744936368486536777e-05,6.987626298053556157e-05,6.957380527270000923e-05,6.442753116546890693e-05,7.017841797760619857e-05,7.075990417300125925e-05,5.950708228798434003e-05,3.444596333125213658e-05,8.963566659905692333e-05,3.878474763688057996e-05,8.910675426049947338e-05,5.736901055162505674e-05,6.989527788226084274e-05,8.141207605256254860e-05,1.088959630560438005e-04,1.024851824403687803e-04,1.125423032440604445e-04,6.566343304849751763e-05,6.832426356460292766e-05,7.198364420645047776e-05,4.232343337715598091e-05,6.391338948406698325e-05,9.677029347576557728e-05,5.738186013968178169e-05,7.632490288984274845e-05,6.600553326742552717e-05,1.040406382612976959e-04,4.403945855660843216e-05,8.789972254206036926e-05,6.062403591143066336e-05,5.306857189438388074e-05,8.794467811227146424e-05,5.587216989122581251e-05,6.152113282449957752e-05,8.353050249783088358e-05,8.398687099740831754e-05,2.065593234914980326e-04,4.471489902834504789e-05,6.299056034303987691e-05,9.919817732127026474e-05,7.537246625793868056e-05,5.081017576426471126e-05,6.830808378753456557e-05,6.317652956788300054e-05,5.473509276085120929e-05,7.527808867108083343e-05,1.150243442145094231e-04,5.003800277190415701e-05,6.248761787306087486e-05,4.733566742627846972e-05,7.840532478374961001e-05,7.178988648017821774e-05,5.523177775551550191e-05,6.343010142788604942e-05,4.436485109911664996e-05,6.423306430915516206e-05,7.227049999936295533e-05,6.561256212732516455e-05,6.017171152086864890e-05,1.059822439988782067e-04,1.009964943694046052e-04,5.421484016182678042e-05,9.174107083127560638e-05,1.027669606216098847e-04,3.233702741534303201e-05,6.887152000924081187e-05,4.485093128278206390e-05,5.841728867544560141e-05,6.524678065900929743e-05,6.736151868417195531e-05,7.659110871979771707e-05,7.315639403998128328e-05,5.772648167001148928e-05,5.910993215336418069e-05,7.891612466522684630e-05,8.258974421150676976e-05,8.252674116178744946e-05,5.489974033008166679e-05,5.148491394061240989e-05,4.599892012926634762e-05,9.682477516225961001e-05,6.531431109295759269e-05,1.414337012018292389e-04,9.795376045261242244e-05,4.232401262185540749e-05
1.644390088794258969e-03,2.737088742711524581e-05,5.441824671753718080e-05,6.077707739314888724e-05,3.344737900697043422e-05,3.675901987954292919e-05,4.475386087211295836e-05,6.246861373282393314e-05,5.047061819947860380e-05,6.484268599865986862e-05,4.382154024410032293e-05,5.022512371767002762e-05,4.593874109197814218e-05,4.594760564089009233e-05,6.130195432454190472e-05,4.282167122460617248e-05,6.214795299110890524e-05,7.061966068560349868e-05,3.925148042241260045e-05,4.021510192129048596e-05,3.927236887740340106e-05,4.186313736541759974e-05,4.117021854528909146e-05,3.120199206466060652e-05,6.734312507281471714e-05,3.988129734275155578e-05,4.724577005119376887e-05,4.566238689588021936e-05,3.491610656979119543e-05,7.976069560764408560e-05,5.108871820780929487e-05,5.849565785432705160e-05,5.030172988994198891e-05,6.381869729167535951e-05,4.635492093306787300e-05,3.203401291194150018e-05,4.340637475214212355e-05,5.091004032875988872e-05,5.181400346035167033e-05,4.206299499554096779e-05,4.302765115586365817e-05,5.160122959178413838e-05,2.724918790547833686e-05,3.537564472299335532e-05,5.582279569799579585e-05,4.378360302967729712e-05,5.162988412775864488e-05,4.399920477179841168e-05,4.011894692080170957e-05,3.071921000749379833e-05,6.409485202061385178e-05,4.438973215549708916e-05,4.471489902834504789e-05,2.788176631180205064e-04,3.803673208965814144e-05,3.542015877955005112e-05,7.418983295711399954e-05,3.259404716638543490e-05,5.209697964329864880e-05,3.921971215173288049e-05,3.733657924990764547e-05,5.497682292390932421e-05,5.997533358116404194e-05,4.615138870734084329e-05,3.838857258075131188e-05,4.587757376807176558e-05,3.351857400795173875e-05,4.648384066349015020e-05,3.848844870364254817e-05,6.613869983279578178e-05,3.899856360114297072e-05,4.212503769226224205e-05,5.002482759076701496e-05,3.591248061151608418e-05,4.607663261025431211e-05,7.009497244883158026e-05,4.702651849888785427e-05,5.582856238156070792e-05,6.238076825781836037e-05,3.788614577539676148e-05,3.005199908549136421e-05,3.405873577140971912e-05,4.216007673780820873e-05,4.384147053558801432e-05,5.424337391102479825e-05,5.041448543271517233e-05,6.133233824740670214e-05,7.395536328904160986e-05,5.315612575250383239e-05,2.870204829499065741e-05,4.761241455097602981e-05,5.615393536715129660e-05,6.921197918683729756e-05,5.172103298341226775e-05,3.806252808593719826e-05,3.791916734248960426e-05,7.688446917763106328e-05,4.771026920172244623e-05,5.262256279105938651e-05,6.704972576025716399e-05,4.055920233144343155e-05
6.538481249842208404e-04,4.652251690706652696e-05,7.739357777693342978e-05,8.372224258220860218e-05,5.119276976539353745e-05,6.642032993362182304e-05,4.039931388292419319e-05,5.831460995291333651e-05,5.392564569764438971e-05,8.349721009660942509e-05,6.684101419502390580e-05,5.909000393292404639e-05,5.686760231308145259e-05,4.100119165052419537e-05,5.318126629822428049e-05,3.751437414197899520e-05,6.698108758069352606e-05,5.128660193498138167e-05,5.096283988882818820e-05,5.465089964680524062e-05,5.292853141604550546e-05,5.449291104925744404e-05,4.622781156440888633e-05,3.433391363217566314e-05,6.809703509060295828e-05,3.271321550412183463e-05,7.125718776329822166e-05,5.376560398864131863e-05,5.462704061883540016e-05,6.007724469625684924e-05,6.512354731786733082e-05,7.647437650056974814e-05,7.317788897772409674e-05,6.452176231366217422e-05,5.907444777765339332e-05,5.605067316749107664e-05,3.339199908983200339e-05,5.596871956736831991e-05,7.236766839136973774e-05,4.593969014665366760e-05,5.433170345412806319e-05,4.890320158544597700e-05,6.086050601194106482e-05,3.142350440887145611e-05,6.079392255287850407e-05,5.337932060766921590e-05,4.469120963680896621e-05,6.833761711590685781e-05,4.852758812948918589e-05,4.164699632854807328e-05,7.821243925207735424e-05,4.988049828507402645e-05,6.299056034303987691e-05,3.803673208965814144e-05,1.489924933888808029e-04,5.077025991377643157e-05,6.220374190574262457e-05,3.652949975818949144e-05,6.026737664895206927e-05,5.151582075504121221e-05,4.690529532394773643e-05,6.764734770023162803e-05,6.921844254659997918e-05,4.732668469522242877e-05,4.700968572447036012e-05,4.335096505155916968e-05,6.019633203236972237e-05,6.504133871969855962e-05,4.787260954630470508e-05,5.743114571135429785e-05,3.940560782589477937e-05,5.046795775907521065e-05,5.439806710216641702e-05,5.083441012449708865e-05,5.272564446854029565e-05,6.219125341215585778e-05,6.872227456463092922e-05,5.118535601129943225e-05,6.522528737250234045e-05,6.836071518449769974e-05,2.884865493303603228e-05,5.144068000102183574e-05,3.771607546971802251e-05,4.368706461453386060e-05,5.592464259265778395e-05,5.419675450438669699e-05,8.732182812959381625e-05,5.354033681235290928e-05,5.493828108446340502e-05,5.668182179269996542e-05,6.180331306989593964e-05,6.298660306405620853e-05,6.915697120199352859e-05,5.138141858301270809e-05,3.922315469185286735e-05,2.784686772663979974e-05,7.546534865020600592e-05,4.683532605159446388e-05,9.718411256196004774e-05,7.140686112588140401e-05,3.331201074491544413e-05
-3.633134773111109739e-04,2.936621625604792326e-05,1.184801284943864811e-04,1.374715828267223619e-04,5.226619762613225311e-05,2.104830959646699100e-04,2.879201692002195104e-05,6.313863160613195611e-05,7.146722844402376030e-05,1.347273103470344069e-04,9.873095266107636658e-05,5.519135912119067821e-05,7.074358541108733279e-05,3.687390515035044179e-05,5.344056206626513638e-05,1.904800003154646945e-05,7.927901449994921264e-05,5.496088152506194678e-05,5.497103179656926959e-05,6.348687068048297459e-05,6.945536695716153454e-05,1.535270821841931352e-04,3.336383234863107155e-05,1.229091628580087476e-05,8.412029629628820556e-05,1.503109013374952978e-05,9.595312651048139275e-05,4.941268517188570009e-05,8.111088934645508254e-05,5.402820326949084415e-05,1.121664954622145059e-04,1.071044057765899648e-04,1.606203833018085504e-04,5.214968973550791011e-05,7.357420504672113602e-05,7.670183691434950487e-05,2.804408931982395176e-05,5.933575637790635993e-05,1.042783660472294268e-04,4.320771557055855136e-05,9.332364655474188872e-05,3.602019396772622331e-05,1.598306307537741280e-04,3.635295109096595313e-05,9.928283166613731370e-05,6.178547954749405945e-05,3.406102243809149645e-05,8.394867014255358100e-05,5.309705665943098882e-05,3.495338021782280476e-05,6.281516117958777087e-05,6.148764152501159626e-05,9.919817732127026474e-05,3.542015877955005112e-05,5.077025991377643157e-05,3.967403522704300838e-04,7.575495636305925500e-05,2.767922465905164680e-05,4.481132018024137795e-05,7.124852596394456376e-05,4.965178881779325307e-05,7.268144526496578522e-05,1.047432699096535432e-04,4.120638158060699438e-05,4.987768315863573749e-05,3.208149795270620906e-05,7.965640278399434705e-05,7.147478577788786674e-05,4.302601882352087147e-05,5.519884128151040012e-05,3.288148084980625389e-05,6.255331823372976884e-05,6.123806568546745358e-05,8.161141734814416411e-05,7.459916531064133725e-05,1.384153214948334902e-04,1.158133418434646110e-04,4.154079042280390860e-05,9.490508057354444583e-05,1.223744951402692168e-04,1.481760117375951680e-05,6.738483302242281468e-05,3.012329767061658946e-05,3.377308938051634479e-05,4.468203068422513632e-05,4.550704553645896550e-05,4.308764402062434861e-05,5.180202185595965858e-05,4.202551178641195404e-05,6.205249159359792265e-05,7.677478678917641999e-05,7.989370366893982351e-05,9.234547302956656412e-05,3.937219777202349130e-05,4.652613612914089297e-05,2.553256278023135795e-05,8.573442484663656559e-05,6.666441104810729215e-05,2.014275614923655502e-04,7.959767110321964425e-05,2.178292423986775031e-05
7.017313595526916909e-04,5.143721802561988571e-05,1.150873605136911565e-04,1.301111014074812907e-04,5.902217925167564162e-05,7.199858038189111710e-05,4.454921253008272189e-05,1.028767502216608996e-04,9.236785327039626623e-05,1.304514002341475157e-04,9.314337603185073023e-05,7.801597272080112793e-05,8.630773813264991758e-05,7.986476009315862700e-05,9.769026087467485718e-05,4.207671470762326541e-05,1.014426608088153772e-04,1.035139464018916794e-04,6.557935867269664917e-05,9.370040780034325867e-05,7.187637621597323828e-05,6.565099152506574339e-05,5.346293229163366758e-05,3.750388327696941828e-05,1.221356346314562144e-04,4.331913185460505060e-05,9.280344626832578623e-05,8.777262640874999747e-05,6.598467733785725383e-05,1.265912835450525172e-04,1.351668891086560160e-04,1.113431803314883701e-04,1.188648180601859498e-04,1.143178136663149585e-04,9.551737523085628825e-05,7.316973097129171892e-05,4.014301500704107935e-05,9.345458062802672740e-05,9.252672255180658268e-05,6.966708089556854612e-05,8.467456467160337644e-05,7.482579085198744326e-05,1.045220094063037115e-04,3.708466232947089025e-05,9.128216985360588240e-05,6.164974898673006439e-05,4.915210090242901032e-05,9.009008889886786753e-05,7.088236172626397643e-05,4.995174450993275885e-05,1.400928755022933024e-04,4.972532102304164130e-05,7.537246625793868056e-05,7.418983295711399954e-05,6.220374190574262457e-05,7.575495636305925500e-05,4.544390403629145663e-04,4.340938235361474989e-05,1.069275541442612815e-04,7.583553234774076737e-05,5.784690074610335074e-05,9.347789505054753944e-05,9.888187233083356215e-05,9.234445028187954067e-05,5.918264596230374464e-05,5.411856981200163888e-05,8.209964052141467672e-05,7.014572236184708298e-05,8.320870534985383535e-05,9.527804683580153164e-05,5.295050570239562829e-05,7.191828509710796130e-05,7.347923477132476885e-05,6.347737501344837062e-05,1.240362027952868326e-04,1.064227024247096573e-04,1.045149887968797929e-04,8.475860353357859999e-05,9.271240507434359108e-05,1.049564122717866450e-04,3.326677400112499554e-05,6.775651809840378507e-05,4.361910721208394097e-05,4.687051440608135366e-05,7.196150844199636148e-05,8.126772723627915119e-05,1.216636910735999200e-04,1.059439345959490648e-04,6.332776004658065684e-05,6.718321323611459433e-05,8.328849580143317269e-05,1.052617799537915145e-04,9.437662303369855857e-05,6.780962678082637861e-05,5.616114226429660895e-05,2.713685035287606126e-05,1.128606036802500760e-04,8.102223276445741872e-05,1.637646382826018750e-04,1.153214184128463786e-04,5.466061354423205714e-05
4.550907679049450436e-04,3.398967879446233934e-05,5.897074490086437259e-05,3.481799686603651099e-05,3.268747012034958494e-05,3.408724958811179588e-05,4.084994507975214974e-05,4.513039942209209763e-05,3.149639814618519480e-05,5.554946409801814666e-05,3.222558200011961055e-05,3.759001008391505766e-05,4.156392673192566380e-05,3.582370865163953178e-05,4.570268064833548819e-05,4.155483741186821056e-05,5.321225387891274341e-05,4.267581974703263820e-05,9.093894300623713250e-05,3.248267687863754313e-05,3.415546270374626324e-05,2.981449585985933024e-05,7.708681947156108424e-05,3.521379947291406170e-05,4.679527442281947858e-05,8.085195118184616652e-05,3.444064461246161671e-05,3.913758620262369580e-05,2.445616736247536053e-05,5.049251026533013541e-05,5.174269112392433932e-05,4.549080687274751023e-05,4.546939201272551825e-05,4.179076232092747764e-05,3.597489717037169053e-05,3.824688334968946295e-05,3.619326115061926777e-05,4.285922258141657931e-05,3.995439550732982591e-05,3.687800919106930080e-05,3.445917820746616179e-05,3.666843573570279088e-05,3.209840172993497936e-05,5.437405794370525874e-05,3.802352262407202846e-05,3.461119217794332261e-05,3.398337000981248556e-05,3.631500152092773912e-05,3.948139776596651683e-05,3.862716176078219963e-05,5.366961355757418351e-05,4.379385066816522763e-05,5.081017576426471126e-05,3.259404716638543490e-05,3.652949975818949144e-05,2.767922465905164680e-05,4.340938235361474989e-05,1.250024022634020117e-04,4.177390702067096742e-05,3.615835593838297000e-05,4.429367194368910994e-05,4.465464112471950606e-05,7.335955467893749259e-05,3.928898268965291802e-05,8.724150639563339369e-05,3.802290028887599045e-05,2.940261115890803155e-05,3.856557027114206347e-05,3.494652225279318340e-05,4.621324879218673511e-05,3.488110661238980829e-05,3.702894841998043477e-05,4.453223259060284451e-05,3.300876120897474573e-05,3.192748858236387177e-05,5.981212263865549981e-05,2.408951798943532015e-05,3.620137375332111986e-05,5.287919072149485091e-05,4.856401422858540301e-05,8.600653289295719474e-05,3.457316920561738835e-05,4.076524150230751169e-05,8.385459667446247035e-05,4.053694731093168338e-05,4.367174150160390856e-05,5.946862191078999057e-05,5.141409825911638502e-05,4.187118267446844681e-05,3.620447449360105467e-05,4.767192743376343837e-05,4.663784982578936429e-05,4.678900653636398151e-05,3.982764965518857566e-05,3.370695976931539295e-05,5.813897962458258246e-05,7.047971538361469271e-05,3.454558998199113362e-05,6.229975078692379553e-05,6.904683493699801473e-05,8.132190582659610742e-05
5.611010420068190778e-04,4.451411428138560500e-05,8.454689341344550539e-05,1.082246430951995015e-04,5.153737332310299969e-05,5.136906111230076909e-05,4.526196828356449315e-05,8.608576942686719049e-05,7.477702779059060831e-05,1.055529303172845888e-04,8.391571092994097353e-05,7.163465920016762255e-05,6.261827955453678931e-05,5.359559374482253841e-05,7.820272553775568282e-05,3.963394933206250333e-05,8.628373312918027535e-05,7.940240904775689855e-05,5.927918185298039375e-05,5.361971028863594149e-05,5.940390268229403894e-05,4.240165862071319363e-05,4.929040685212817704e-05,3.903735480029591978e-05,9.265891034756852023e-05,4.073639651748273182e-05,7.978588097598549034e-05,6.224148663228327332e-05,5.392262680114874780e-05,9.824275894313378766e-05,7.465126271873203734e-05,9.636078008674635786e-05,9.159001290670811424e-05,1.799026033955353188e-04,7.938047022206746258e-05,6.158726243136890450e-05,3.600620513944107230e-05,6.814841861500858203e-05,9.017765387472689311e-05,5.466276022126440466e-05,6.695196697809198925e-05,7.492876941184395487e-05,5.869125616174823045e-05,3.465286513534914203e-05,8.085236666516889409e-05,5.390216273830349835e-05,4.098672560670313055e-05,7.157115404613483966e-05,5.910010227757632787e-05,6.176048773174860245e-05,2.131182662236756609e-04,5.941768645307761893e-05,6.830808378753456557e-05,5.209697964329864880e-05,6.026737664895206927e-05,4.481132018024137795e-05,1.069275541442612815e-04,4.177390702067096742e-05,2.117169835247096493e-04,6.776962830158020487e-05,6.268301638124727966e-05,7.806707622251814823e-05,9.459991324295076475e-05,6.434709188080903110e-05,5.550991403703887397e-05,3.972442251938612461e-05,6.879204827505253593e-05,6.404498076035092886e-05,4.944986234331066470e-05,8.300113035944537950e-05,4.305853721182533101e-05,5.794722631520369155e-05,7.736757068926423031e-05,5.365757797841581752e-05,7.148125579722121618e-05,8.997247478746419832e-05,8.895497380205246612e-05,6.996663452914209363e-05,7.356661482553712771e-05,7.112611782070960584e-05,3.137554334262637452e-05,5.562693882425101180e-05,4.180716739122153819e-05,5.042377196678045879e-05,6.801402655509329175e-05,7.244111550504782077e-05,8.333300809644918032e-05,7.473718527350867906e-05,6.478496488614713181e-05,6.224128161112915322e-05,7.096918062339329465e-05,9.683682373569288935e-05,6.289705590400216219e-05,5.799205892276802153e-05,4.853785811825050219e-05,3.492124632436213901e-05,9.471671568819523684e-05,6.838830453522968535e-05,1.122184851305365206e-04,9.520274159891584955e-05,4.306623346312674430e-05
4.094332548719477197e-04,4.347676345969496756e-05,9.339679676580984905e-05,1.159880349265701688e-04,4.911348803801186098e-05,6.368529424281804241e-05,3.467964621381080598e-05,7.216934120133501444e-05,6.641555978007676413e-05,1.030271865896675599e-04,9.243244059668794389e-05,5.489357259828387612e-05,6.316866982156541671e-05,4.099994028932400807e-05,7.447427181676364227e-05,2.915042765567592433e-05,6.837869196564049597e-05,5.258167796909449677e-05,4.999143732149696420e-05,4.529818202167592905e-05,6.390038830379313986e-05,4.230002893951861280e-05,4.189201421303764589e-05,3.071330322006465293e-05,7.886438459116975187e-05,2.864741085238767292e-05,8.600103069907698012e-05,5.254444758197142156e-05,5.893309465243978926e-05,6.897837276323349109e-05,8.513317598015544211e-05,9.830571604577853951e-05,9.617787376917348119e-05,7.893403978934584986e-05,6.344063101562895238e-05,6.012687462790572451e-05,3.045836597109120592e-05,5.732524281914893385e-05,9.299870862559278138e-05,5.229530343445022776e-05,6.225781499743014930e-05,5.551384331096045330e-05,7.437372779843297126e-05,3.185553542332677477e-05,7.042206579653932999e-05,5.760259094843457736e-05,3.494850601251429072e-05,1.072883713408393647e-04,5.363788482244995025e-05,4.277807192389738262e-05,9.262385680674715797e-05,4.654062967511681491e-05,6.317652956788300054e-05,3.921971215173288049e-05,5.151582075504121221e-05,7.124852596394456376e-05,7.583553234774076737e-05,3.615835593838297000e-05,6.776962830158020487e-05,1.578394219179847394e-04,4.957434561485229930e-05,7.333737175248829611e-05,8.982429549311921686e-05,4.993028941866770661e-05,4.654249890039257199e-05,3.160408249016534438e-05,7.734561240816661683e-05,6.905337452895684333e-05,4.887913707038658005e-05,5.791047171092655817e-05,3.829930711895551161e-05,5.796350201032204555e-05,6.209564941730979864e-05,5.925812024765025752e-05,6.421757957281980244e-05,7.706561479373070329e-05,9.750036632283884169e-05,5.724369865573606861e-05,6.384445847627305353e-05,7.526162538707331434e-05,1.604025800105234154e-05,5.557049447176816241e-05,3.936718867608596939e-05,3.998973236356832177e-05,5.831930874384281730e-05,6.174845725658612992e-05,7.378444360194792349e-05,5.818207447274203938e-05,5.562458471602311236e-05,5.055184235922453937e-05,6.182842738204719709e-05,6.810586523519743978e-05,6.995446652256192958e-05,4.863424131447559279e-05,6.025306864393251876e-05,2.324522075044696987e-05,7.831245833660753681e-05,5.832426064088674130e-05,1.175898681568759394e-04,7.575768113804571917e-05,3.284003988822582374e-05
5.034743930352349574e-04,3.651996081578126678e-05,6.270314067796265919e-05,7.415962199388862418e-05,3.653282884750922393e-05,4.818392241396952946e-05,3.526634511194237122e-05,4.967455998248574149e-05,4.489569169517267224e-05,7.367895289963068378e-05,5.484545494396794268e-05,4.942837953727162811e-05,5.082844933439049814e-05,4.119654908073497763e-05,4.984635589260427653e-05,3.186073576886695166e-05,5.628121466723376914e-05,5.180796647391145403e-05,5.172694857009396560e-05,4.658665885098347247e-05,4.505614932104256778e-05,4.565716351840068356e-05,4.058130914983260859e-05,2.791782628927232590e-05,5.867806052548440088e-05,3.245823873720175368e-05,5.629404855244219102e-05,4.354118867714721800e-05,3.623281250013518710e-05,5.935788984986834556e-05,6.974323103955972999e-05,7.001231210839910918e-05,6.128665590529499803e-05,7.184224603806060611e-05,5.039267376223642027e-05,4.585516492269201976e-05,3.242138956091290624e-05,5.176403046116339148e-05,6.071920306789404907e-05,3.705665502322366206e-05,5.047057817189447840e-05,7.001617700035659341e-05,4.659857685949020563e-05,2.999046401325504760e-05,5.399374402720825489e-05,4.045508817124594402e-05,3.559335334913910873e-05,4.940999165880109625e-05,4.446645898716665099e-05,4.224404164109418888e-05,7.716592782412775989e-05,4.701437971561364172e-05,5.473509276085120929e-05,3.733657924990764547e-05,4.690529532394773643e-05,4.965178881779325307e-05,5.784690074610335074e-05,4.429367194368910994e-05,6.268301638124727966e-05,4.957434561485229930e-05,1.452115326926578227e-04,5.563886529550699769e-05,7.113639936215028785e-05,6.058804517243143869e-05,4.287682162985540039e-05,3.399466432581418760e-05,4.972429617007838483e-05,4.625624418551508909e-05,3.766993656684393009e-05,4.993622044376441619e-05,3.333349914037213557e-05,4.202952636825722912e-05,5.766854773651706930e-05,4.047538434473238575e-05,5.325741924747862723e-05,6.376286568191932738e-05,6.314280999467684040e-05,4.263446751841172571e-05,5.881363149192323419e-05,5.655310438214639172e-05,2.774894378276592720e-05,4.107440874033663469e-05,3.591025407678819355e-05,3.975147520546058624e-05,5.185130328622751441e-05,6.228468201462698600e-05,7.626331682002652405e-05,9.094928538452446971e-05,4.452823173774781768e-05,4.299547461757723853e-05,4.702370638543597109e-05,5.761058419780987747e-05,5.799753651247279541e-05,4.438950504546481816e-05,4.326268694001211644e-05,2.957876333645629709e-05,6.343737387896487942e-05,4.616938367428196575e-05,6.650998253588087195e-05,6.032275428885066135e-05,3.975135769299107736e-05
1.241423872804647529e-03,5.030427196015660918e-05,1.023591138627921065e-04,1.244143672587985324e-04,5.515940174539091316e-05,7.116840832580709274e-05,4.411480016156317264e-05,9.169957461897580524e-05,7.142603006318496372e-05,1.280624727735138544e-04,9.290244405555737937e-05,6.643915437654948598e-05,5.599746165344028111e-05,6.300421210490630627e-05,8.587371321820656280e-05,4.014493450440134601e-05,8.541044975313605726e-05,8.569636455426809434e-05,6.097835331074428605e-05,6.465877653425413849e-05,7.318821479374669069e-05,6.043422114166237317e-05,4.987412371424465634e-05,3.662523441282018488e-05,9.161490613425827872e-05,3.321189506077495203e-05,9.089191053731410697e-05,5.854919545730866815e-05,6.129416402643774982e-05,1.050309188111545901e-04,1.067949147574570460e-04,1.122529078225547553e-04,9.984124329867921264e-05,8.089611800682649817e-05,5.208135677523849437e-05,6.688050518082989070e-05,3.400649447383257936e-05,7.800773935426615177e-05,1.042106435918289394e-04,5.849250009007229381e-05,7.589089003068143213e-05,7.287556585443346897e-05,6.822324631112210668e-05,4.029474403716247889e-05,8.287778755462981383e-05,6.728441313866939482e-05,4.068877413444790461e-05,8.660784973876118622e-05,6.049619478169668361e-05,4.948773171395595531e-05,9.708411270152844229e-05,6.798280322763586661e-05,7.527808867108083343e-05,5.497682292390932421e-05,6.764734770023162803e-05,7.268144526496578522e-05,9.347789505054753944e-05,4.465464112471950606e-05,7.806707622251814823e-05,7.333737175248829611e-05,5.563886529550699769e-05,1.701012799733203282e-04,1.021641361412029995e-04,6.698424992858006391e-05,5.100237566023506011e-05,4.585038171001371829e-05,8.290579274352931555e-05,6.115745046962069555e-05,6.483296752216635272e-05,8.104128288708289799e-05,4.621720214923612685e-05,6.898606963700261896e-05,7.808482318008582953e-05,6.351964908993959296e-05,7.427218532956340543e-05,9.396380576125794933e-05,1.028367285971971040e-04,6.625214759892041961e-05,8.379913276779959097e-05,7.754113429694613094e-05,3.069645400426956861e-05,6.645094742587340675e-05,4.728580677348592711e-05,4.893444769591938159e-05,7.036002926491984391e-05,7.724039685686742230e-05,9.422864456013752942e-05,8.492658412267083904e-05,6.487369565776622863e-05,7.044748467391711471e-05,8.149618295109911517e-05,8.408392082069859582e-05,9.403638073273054533e-05,5.626361653073346864e-05,5.084542236165802301e-05,3.212568235423719537e-05,8.566325440977248763e-05,6.970035940915632648e-05,1.236968261361195726e-04,8.275252069495191425e-05,4.420606698821836789e-05
