iShares Core S&P 500 ETF
Inception Date,"May 15, 2000"
Fund Holdings as of,"29-Apr-2015"
Total Net Assets,"$69,377,710,110"
Shares Outstanding,"330,600,000"
Stock,"99.66"
Bond,"0.00"
Cash,"0.26"
Other,"0.08"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"PDCO","US7033951036","2672689","PATTERSON COMPANIES INC","0.0216","Equity","Health Care","$15,176,177","321,393","47.22","NASDAQ","15,176,177.46"
"URBN","US9170471026","2933438","URBAN OUTFITTERS INC","0.0215","Equity","Consumer Discretionary","$15,049,028","375,756","40.05","NASDAQ","15,049,027.80"
"OI","US6907684038","2662862","OWENS ILLINOIS INC","0.0212","Equity","Materials","$14,838,388","613,410","24.19","New York Stock Exchange Inc.","14,838,387.90"
"NE","GB00BFG3KF26","BFG3KF2","NOBLE CORP PLC","0.0211","Equity","Energy","$14,774,890","909,224","16.25","New York Stock Exchange Inc.","14,774,890.00"
"QEP","US74733V1008","B60X657","QEP RESOURCES INC","0.0203","Equity","Energy","$14,231,711","606,896","23.45","New York Stock Exchange Inc.","14,231,711.20"
"FOSL","US34988V1061","BBGT609","FOSSIL GROUP INC","0.0200","Equity","Consumer Discretionary","$14,026,541","166,586","84.20","NASDAQ","14,026,541.20"
"ATI","US01741R1023","2526117","ALLEGHENY TECHNOLOGIES INC","0.0198","Equity","Materials","$13,894,278","406,028","34.22","New York Stock Exchange Inc.","13,894,278.16"
"DO","US25271C1027","2261021","DIAMOND OFFSHORE DRILLING INC","0.0113","Equity","Energy","$7,948,032","251,520","31.60","New York Stock Exchange Inc.","7,948,032.00"
"UBSFT","-","-","CASH COLLATERAL USD UBSFT","0.0094","Cash Collateral and Margin *","Cash and/or Derivatives","$6,598,000","6,598","100.00","-","6,598,000.00"
"ESM5","-","-","S&P500 EMINI JUN 15","0.0000","Futures","Cash and/or Derivatives","$0","1","2,099.00","Index And Options Market","148,924,050.00"
 
